,index,파일번호,왼쪽 광대뼈 수직 비율,오른쪽 광대뼈 수직 비율,왼쪽 눈썹 수직 비율,오른쪽 눈썹 수직 비율,왼쪽눈 수직 비율,오른쪽눈 수직 비율,입 수직 비율,입 수평 비율,왼눈 수평 비율,오른눈 수평 비율,왼눈 오른쪽 각도,왼눈 왼쪽 각도,오른눈 오른쪽 각도,오른눈 왼쪽 각도,입술 왼쪽 각도,입술 오른쪽 각도
19,26,73,0.5237783657813929,0.5283937925449163,0.11997741814056033,0.14422205101855956,0.041151914920314545,0.04,0.11078974786074265,0.3896470422295647,0.17927197918702084,0.2138585417891184,14.036243467926454,26.565051177077976,26.565051177077976,18.434948822922024,36.46923439005184,11.30993247402023
20,27,86,0.5775609425296748,0.5463882740189447,0.16433897672211845,0.16433897672211845,0.0604122093330177,0.0604122093330177,0.1,0.40725134565349863,0.19634281539316645,0.194369470682473,26.565051177077976,45.0,45.0,25.34617594194674,28.300755766006375,11.30993247402023
21,28,87,0.5585389977126144,0.5841031335203016,0.13074409009212268,0.16494205756247002,0.06537204504606134,0.06063390625908325,0.08304547985373997,0.33333333333333337,0.16148756826490493,0.23056339352834376,32.47119229084848,45.0,45.0,26.565051177077976,37.56859202882748,0.0
22,30,95,0.5389127092118581,0.53059274629454,0.15470206729335678,0.12868764336229072,0.07629858959121927,0.05643326479831003,0.11785113019775792,0.45175395145262554,0.21341480917911754,0.20865402867871496,30.963756532073518,52.125016348901795,32.471192290848506,21.801409486351815,24.775140568831944,8.130102354155952
23,32,98,0.57263048379506,0.5565102520730463,0.17250670307346883,0.175488030386212,0.06702132874284908,0.07622712933693258,0.11873584658382093,0.3739712377460027,0.2122119922931815,0.20024660921821613,27.407575437818394,45.0,60.25511870305775,29.744881296942253,28.300755766006375,10.491477012331586
24,35,106,0.5365593421065464,0.5381581954439068,0.14269544824634822,0.14818386205418513,0.05317945372643963,0.05447347107028433,0.11585688927269844,0.41935483870967744,0.20579336121324915,0.20579336121324915,25.34617594194671,45.0,45.0,25.34617594194674,26.565051177077976,0.0
25,36,110,0.6033554962785952,0.567258475668563,0.15886029415790756,0.14925557853149837,0.07535405389549925,0.07866459694094409,0.07453559924999299,0.3649490004449446,0.1697056274847714,0.20591260281974,40.60129464500443,71.56505117707798,63.434948822922024,36.86989764584405,26.565051177077976,0.0
26,37,111,0.5880557807741298,0.5784418758916158,0.14262447634628236,0.16735914682876488,0.06378360487311965,0.08254102276481264,0.10816622012844597,0.3580119953751373,0.21339479988815996,0.2112500740992099,26.565051177077976,45.0,71.56505117707798,33.111341960372044,27.64597536373867,0.0
27,38,113,0.532439469902229,0.5367143409086664,0.14699525800946367,0.14997116216449366,0.06573827785585624,0.06576670522058205,0.10806864539165983,0.4245077086254412,0.17231137919889442,0.2067736550386733,32.47119229084848,71.56505117707798,45.0,32.47119229084848,25.346175941946683,0.0
28,39,116,0.5650556024214725,0.5754085864169165,0.17226024063738862,0.1590909090909091,0.07703712157713453,0.07186994682200863,0.11084825029549532,0.4044764043365858,0.1641593385084117,0.242888661067502,37.874983651098205,90.0,45.0,31.26373169437744,33.111341960372044,0.0
29,41,118,0.560396069232045,0.5590169943749475,0.1782055936049595,0.16269784336399212,0.0531306428361855,0.06063390625908325,0.12366938848016845,0.39838887151382385,0.22654084558194165,0.20922137774534508,21.801409486351815,33.69006752597977,45.0,25.55996517182382,20.55604521958344,15.255118703057747
30,44,127,0.5890284461794993,0.5724940643805055,0.194369470682473,0.19083135479350186,0.08780717642256246,0.060346173012315686,0.09996876464081228,0.40712826560868287,0.2141764684390597,0.18173475984461482,37.874983651098205,63.434948822922024,45.0,32.47119229084848,31.607502246248885,0.0
31,45,129,0.5350520811843448,0.5303063441960705,0.11610927610155838,0.11354659116073192,0.02816063585180762,0.05677329558036596,0.0782727075428324,0.4079697177323708,0.16583953170166485,0.20175249789541813,18.434948822922024,26.565051177077976,53.13010235415595,26.565051177077976,33.111341960372044,0.0
32,46,130,0.6242804076673081,0.613346537463422,0.20440357608860033,0.1954666226950348,0.08276058886023681,0.08571778447077082,0.15529857391110688,0.3448275862068966,0.24145194093343142,0.1676923173729151,29.538782259558076,45.0,71.565051177078,39.0938588862295,35.13419305691565,26.565051177077976
33,47,132,0.5465877950312618,0.533493565673837,0.13781133820521038,0.11435437497937312,0.05405405405405406,0.03922322702763681,0.10307764064044152,0.46726931351599776,0.1996742668847953,0.20170146877527323,28.072486935852936,36.86989764584405,26.565051177077976,14.03624346792651,19.98310652189997,0.0
34,48,133,0.5563663976775829,0.5344050450705313,0.11523024038313548,0.13256957585691467,0.04074004218633553,0.05928691667287522,0.07966785775922171,0.3819131353337956,0.22477613055123596,0.18780758057452937,15.255118703057747,26.565051177077976,45.0,28.072486935852965,25.346175941946683,0.0
35,50,136,0.5739074819687324,0.5642191021812999,0.17068094718295976,0.17027648939368198,0.08791412954470319,0.08770580193070292,0.09153420990023417,0.35977069642743886,0.20118111262982255,0.19995063556632198,30.963756532073518,53.13010235415595,53.13010235415595,29.931511840507767,24.44395478041656,9.462322208025626
